geoid,foreign_born_rate,spanish_at_home_rate,avg_household_size
48201410704,0.052228078581696216,0.07121513944223108,1.37
48201341302,0.20190023752969122,0.11824324324324324,1.67
48201450801,0.22950089126559714,0.15753734721593482,2.2
48201430101,0.2757510729613734,0.2706821480406386,1.84
48201330101,0.23081317844220148,0.5188383045525903,3.15
48201530102,0.567485695052171,0.663287472845764,2.68
48201520302,0.42879197221150134,0.5638119227539883,2.49
48201210400,0.1631753031973539,0.5177910617705664,2.43
48201521502,0.2345636426353915,0.5027027027027027,2.89
48201222505,0.4261501210653753,0.8544482867022949,3.72
48201431204,0.4134585289514867,0.17391304347826086,1.92
48201250901,0.1145807720678633,0.0662758093295947,2.24
48201420600,0.18999151823579305,0.16600265604249667,2.58
48201420700,0.12047353760445682,0.11314536799707067,2.92
48201450500,0.3103751465416178,0.14613450659962288,2.28
48201450100,0.19850586979722518,0.12409571508069003,2.65
48201450200,0.1926236378876781,0.092025664527956,2.72
48201340600,0.0341047503045067,0.06575576430401367,2.49
48201340800,0.2397851212762494,0.17647058823529413,3.03
48201433300,0.46068376068376066,0.3907942238267148,2.59
48201520604,0.36060342326660866,0.7116393948749614,2.96
48201520200,0.18908748824082786,0.12607260726072608,2.39
48201520700,0.18290788013318535,0.22256241168158267,2.63
48201410401,0.27981533726596564,0.21895074946466808,1.84
48201410801,0.19594594594594594,0.08246225319396051,1.72
48201313901,0.1606962663975782,0.13919514884233739,1.89
48201314402,0.3917525773195876,0.06660088801184016,1.61
48201412201,0.28185328185328185,0.1502542764678687,1.98
48201411902,0.22835633626097868,0.02729636048526863,1.72
48201431505,0.25675675675675674,0.134180790960452,1.64
48201511202,0.1564102564102564,0.12004912496162112,2.02
48201511501,0.17753526750066542,0.08159771754636234,1.89
48201554809,0.16814726623317153,0.1640906203684099,3.04
48201350104,0.1719441004776225,0.18360209830969496,2.94
48201411504,0.1438741101536156,0.23183391003460208,1.54
48201411506,0.1945472904745877,0.06203135650988412,1.55
48201411505,0.27914017559794124,0.14898989898989898,1.93
48201431902,0.41190765492102066,0.21134453781512605,1.54
48201531600,0.12891405729513658,0.1025925925925926,2.35
48201531700,0.13427919939194324,0.13398225021471513,2.82
48201531200,0.2086293080768219,0.32832803927230725,2.37
48201510100,0.26421188630490955,0.20413699559172602,2.09
48201510400,0.17964693665628245,0.10702828813065034,2.15
48201510500,0.12713360800470866,0.14041324150188847,1.91
48201250701,0.16238831371436677,0.2526147588611273,3.13
48201251503,0.06432959884351283,0.028058361391694726,3.22
48201511001,0.10047314222098525,0.1927486829872947,2.06
48201333502,0.3518370607028754,0.519222271321255,3.35
48201321102,0.21385119326158167,0.6967526265520535,3.58
48201540101,0.41388138244915373,0.22975962247456128,2.99
48201522002,0.4189276485788114,0.6460517120894479,3.81
48201340301,0.26179045467382095,0.049007817197835236,2.64
48201422000,0.08644142167617376,0.10198019801980197,2.47
48201312000,0.1026936026936027,0.12863496407800204,2.02
48201220600,0.2758838383838384,0.5843253968253969,3.42
48201451603,0.39981949458483756,0.11528742893240682,2.26
48201310200,0.14419915453264442,0.19167473378509198,1.6
48201431101,0.42606382978723406,0.4132336857455341,1.98
48201411302,0.24789371354504214,0.09753726506804926,1.38
48201510803,0.20755467196819086,0.16789819376026272,1.57
48201530200,0.09648700673724735,0.2631151974040022,2.41
48201521900,0.360711376595167,0.3425191170105324,2.74
48201530300,0.2206435436690347,0.26096687555953446,2.46
48201980400,0.1516919486581097,0.13302217036172695,
48201980200,0.10333263466778453,0.27719555648710964,1.1
48201350601,0.1177841056173958,0.07659574468085106,2.36
48201431401,0.4104067423964822,0.31954740538431525,1.81
48201511301,0.11589338598223099,0.1540475670957888,1.99
48201340302,0.12019160981274496,0.06794345645234838,2.74
48201451902,0.6103174603174604,0.07641741988496302,2.82
48201410402,0.30814717477003944,0.15195569401176878,2.17
48201431302,0.2620259019426457,0.19072681704260652,2.36
48201422302,0.09591642924976258,0.26288659793814434,2.13
48201410300,0.22271656634388903,0.09217952163396936,1.42
48201410900,0.23394109396914445,0.11896015823679006,1.7
48201511600,0.30947012401352875,0.5114062951198383,2.13
48201520100,0.2886083382266588,0.2655456852791878,2.4
48201980000,0.45714285714285713,0.45714285714285713,1.59
48201420300,0.15205992509363295,0.20471067170689153,2.48
48201413100,0.21906754333532577,0.04745762711864407,2.86
48201430700,0.2926128948055338,0.1830714088778605,2.05
48201430800,0.22489217498459643,0.16103983794733287,2.47
48201430900,0.3538406188163339,0.07451701931922723,1.99
48201430200,0.22747047855811062,0.2392438070404172,2.13
48201454502,0.39485559566787004,0.03889409559512652,3.03
48201511004,0.18186753528773072,0.1247750449910018,1.91
48201511502,0.13822181484876261,0.11900532859680284,2.42
48201422100,0.19564348521183053,0.35277088502894954,2.24
48201313202,0.14948649676683148,0.18040621266427717,2.24
48201313101,0.13072407045009785,0.1417451863990168,2.0
